YearTerm,Primary Instructor,CourseFull,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
2010-fa,"Stepanov, Alexei G",STAT 410/MATH 464,8,17,4,6,2,9,2,0,2,0,4,0,3,0
2010-fa,"Irigoyen Garcia, Javier",SPAN 318,3,6,11,3,1,0,0,1,0,0,0,0,0,0
2010-fa,"Beckman, Ericka",SPAN 316,0,11,4,1,4,0,1,0,0,0,0,0,0,0
2010-fa,"Valdano, Clara V",SPAN 314,0,6,0,2,4,1,0,4,0,0,3,1,1,0
2010-fa,"Escobar, Anna M",SPAN 309,3,15,3,1,2,0,0,0,0,0,0,0,0,0
2010-fa,"Li, Hong",SOCW 541,0,4,4,6,10,0,2,0,0,0,0,0,0,0
2010-fa,"Ostler, Teresa A",SOCW 552,8,9,6,11,12,4,0,0,0,0,0,0,0,0
2010-fa,"Bolden, Michelle H",SOCW 589,0,8,7,9,9,2,0,0,0,0,0,0,0,0
2010-fa,"Kopels, Sandra L",SOCW 589,0,27,30,16,16,0,0,0,0,0,0,0,0,0
2010-fa,"Hart, Brent F",SPAN 103,0,8,5,7,4,6,2,3,1,1,2,0,3,0
2010-fa,"De Angelo, Christina A",SPAN 122,2,9,12,6,8,8,0,5,6,5,2,1,1,0
2010-fa,"Hetrovicz, Lauren N",SPAN 122,1,9,13,2,13,5,6,9,1,1,1,2,1,0
2010-fa,"Philipps, Gaston A",SPAN 122,1,4,6,7,7,2,5,5,2,0,4,0,2,0
2010-fa,"Pittman, Kristina",SPAN 122,3,11,6,10,13,6,3,5,4,2,1,3,1,0
2010-fa,"Rodriguez, Itxaso",SPAN 122,1,8,12,12,6,5,8,5,1,2,2,1,3,1
2010-fa,"Waters, Melanie J",SPAN 122,0,2,12,7,8,8,9,3,3,5,1,1,7,0
2010-fa,"West, Sarah M",SPAN 122,0,5,8,5,6,6,2,4,2,1,0,0,5,0
2010-fa,"Kim, Ji Young",SPAN 141,2,4,6,1,3,2,1,1,1,0,0,1,0,0
2010-fa,"Mayans Ramon, Damaris",SPAN 141,2,4,3,2,2,2,1,1,2,1,0,0,1,0
2010-fa,"Perez Nunez, Antonio B",SPAN 141,5,8,5,5,11,5,0,1,1,1,1,0,0,0
2010-fa,"Perret, Sally A",SPAN 141,1,6,2,3,2,2,2,1,0,0,0,1,1,0
2010-fa,"Chaidez, Cornelio",SPAN 200,2,7,4,6,4,4,3,0,0,0,0,0,0,0
2010-fa,"Hackbarth, Viktoria",SPAN 200,17,37,29,19,19,4,2,1,0,0,2,0,1,0
2010-fa,"Nadeu Rota, Marianna",SPAN 200,5,11,7,5,5,0,1,0,0,0,0,0,0,0
2010-fa,"Rofes Herrera, Roma",SPAN 200,3,11,6,4,6,1,1,2,0,0,1,0,0,0
2010-fa,"Vasquez, Carina",SPAN 200,3,9,4,2,5,2,1,2,0,0,1,0,0,0
2010-fa,"Crespo del Rio, Claudia",SPAN 204,6,16,14,12,12,3,3,2,0,0,0,0,0,0
2010-fa,"Lieberman, Amos J",SPAN 204,6,13,14,9,14,5,0,3,0,0,0,0,1,0
2010-fa,"Mendiola-Sanche, Olatz",SPAN 204,16,33,10,6,10,6,1,1,0,1,2,1,1,0
2010-fa,"Morales, Alexandra",SPAN 204,3,3,3,1,8,0,1,1,2,1,0,0,0,0
2010-fa,"Nadeu Rota, Marianna",SPAN 303,10,8,6,3,2,1,0,0,0,1,0,0,0,0
2010-fa,"MacDonald, Jonathan E",SPAN 305,2,3,4,0,2,2,3,4,0,0,0,1,1,1
2010-fa,"Stepanov, Alexei G",STAT 420/ASRM 450,11,30,9,4,6,2,4,3,3,0,3,0,0,0
2010-fa,"Ma, Ping",STAT 425,2,51,0,0,4,0,0,0,0,0,0,0,2,0
2010-fa,"Shao, Xiaofeng",STAT 429,2,11,8,2,4,4,0,0,0,0,0,0,0,0
2010-fa,"Wang, Xinlei",TSM 372,0,3,4,7,5,3,0,1,0,0,2,0,1,0
2010-fa,"Bhalerao, Kaustubh",TSM 435,1,4,3,4,2,3,0,2,4,0,0,0,1,0
2010-fa,"Novak, Alice E",UP 101,14,90,29,10,38,4,1,6,0,0,1,1,2,1
2010-fa,"Edwards, Mary M",UP 203,0,6,3,5,8,1,1,0,0,0,0,0,0,0
2010-fa,"Salo, Ken E",UP 260,4,22,15,11,2,7,1,1,1,0,1,0,2,0
2010-fa,"Chakraborty, Arnab",UP 312,1,8,11,8,7,5,2,0,0,0,1,0,0,0
2010-fa,"Schneider, Daniel W",UP 405,2,10,4,2,2,3,0,5,0,0,0,0,0,0
2010-fa,"Green, Timothy F",UP 418,8,7,3,6,5,4,4,1,1,2,0,0,0,0
2010-fa,"Olshansky, Robert B",UP 438,0,5,2,6,7,2,3,4,0,0,0,0,0,0
2010-fa,"Knight, Bruce A",UP 447,3,6,5,6,2,0,0,0,0,0,0,0,0,0
2010-fa,"Feser, Edward",UP 494,0,5,4,9,14,0,11,1,3,0,0,2,1,0
2010-fa,"Lee, Bumsoo",UP 494,1,4,8,4,6,1,0,0,0,0,0,0,0,0
2010-fa,"Harwood, Stacy A",UP 501,0,5,6,8,3,1,2,0,1,0,0,0,0,0
2010-fa,"Deal, Brian M",UP 503,5,11,5,2,0,0,0,0,0,0,0,0,0,0
2010-fa,"Wilson, Beverly K",UP 504,2,9,6,6,1,0,1,0,0,0,0,0,0,0
2010-fa,"Chakraborty, Arnab",UP 510,1,5,11,5,3,0,0,0,0,0,0,0,0,0
2010-fa,"Dunayer, Eric K",VB 620,0,52,0,0,56,0,0,16,0,0,0,0,0,0
2010-fa,"Ridgway, Marcella D",VCM 632,0,31,0,0,48,0,0,37,0,0,7,0,0,0
2010-fa,"Foreman, Jonathan H",VCM 633,0,51,0,0,44,0,0,25,0,0,3,0,0,0
2010-fa,"Garrett, Edgar F",VCM 637,0,26,0,0,76,0,0,21,0,0,1,0,0,0
2010-fa,"Griffon, Dominique",VCM 651,1,62,0,0,51,0,0,9,0,0,0,0,0,0
2010-fa,"Greenfield, Cathy L",VCM 652,0,37,0,0,64,0,0,21,0,0,1,0,0,0
2010-fa,"Stewart, Matthew C",VCM 653,0,39,0,0,63,0,0,20,0,0,1,0,0,0
2010-fa,"Clark-Deener, Sherrie G",VCM 675,31,57,4,23,7,0,1,0,0,0,0,0,0,0
2010-fa,"Clark-Price, Stuart C",VCM 676,0,34,0,0,71,0,0,18,0,0,0,0,0,0
2010-fa,"Pijanowski, Gerald J",VM 602,0,14,0,0,62,0,0,38,0,0,4,0,2,0
2010-fa,"Zuckermann, Federico A",VM 605,0,23,0,0,55,0,0,39,0,0,2,0,0,0
2010-fa,"Kaplan, Brett A",YDSH 320/CWL 320/ENGL 359/JS 320/REL 320,0,3,7,3,6,2,1,0,1,0,0,0,0,0
2010-fa,"Petrea, Robert E",TSM 422,5,14,4,0,0,1,0,0,0,0,0,0,0,0
2010-fa,"Schideman, Lance C",TSM 311,0,43,0,4,5,1,0,0,0,0,0,0,0,0
2010-fa,"Douglas, Jeffrey A",STAT 430,9,23,12,4,1,0,3,1,0,0,0,0,4,1
2010-fa,"Harper, Joe G",TSM 233,0,17,7,8,14,1,0,7,0,0,0,0,0,0
2010-fa,"Muyot, Maria E",STAT 440/CSE 440,5,20,8,1,0,2,0,1,0,0,0,0,0,0
2010-fa,"Chen, Yuguo",STAT 510,3,20,8,4,2,0,0,1,0,0,0,0,0,0
2010-fa,"Liang, Feng",STAT 542/ASRM 551/CSE 542,0,26,16,0,3,0,0,0,0,0,0,0,0,1
2010-fa,"Phillips, James W",TAM 195,1,7,10,12,14,3,0,0,0,0,0,0,2,0
2010-fa,"Keane, Richard D",TAM 210,6,11,16,30,25,36,28,33,25,6,18,11,10,0
2010-fa,"Keane, Richard D",TAM 211,10,15,39,63,33,40,41,47,18,25,17,0,13,8
2010-fa,"Hovakimyan, Naira",TAM 212,5,9,15,16,24,20,20,17,18,6,5,5,12,2
2010-fa,"Johnson, Harley T",TAM 251,2,6,8,8,14,12,13,6,6,3,6,4,5,1
2010-fa,"Starzewski, Martin O",TAM 251,7,8,0,1,19,1,10,14,4,3,10,8,11,4
2010-fa,"Yu, Min-Feng",TAM 335,21,21,37,47,28,33,15,22,8,0,4,0,1,1
2010-fa,"Sottos, Nancy R",TAM 428,5,11,0,9,10,5,2,4,2,0,1,0,0,0
2010-fa,"Gioia, Gustavo",TAM 451,3,9,3,3,1,5,0,1,0,0,0,0,0,0
2010-fa,"Freund, Jonathan",TAM 470/CSE 450,5,9,9,3,4,2,2,2,1,0,2,1,5,0
2010-fa,"West, Matthew",TAM 541,7,8,7,10,5,5,0,0,0,0,0,0,0,0
2010-fa,"Haber, Robert B",TAM 551,4,7,3,4,2,1,2,3,0,0,0,0,0,0
2010-fa,"Ciofalo, Terry A",THEA 100,3,69,0,0,6,2,0,4,0,1,1,0,1,2
2010-fa,"Morrissette, Jason W",THEA 101,114,107,42,14,17,9,7,4,1,2,3,0,1,1
2010-fa,"Korder, Thomas V",THEA 104,9,5,6,7,0,4,0,2,0,0,0,0,0,0
2010-fa,"Thompson, Joe B",THEA 105,12,8,2,2,1,4,1,1,0,0,1,0,0,0
2010-fa,"Ciofalo, Terry A",THEA 106,4,1,3,9,4,1,3,1,3,0,2,0,2,0
2010-fa,"Morrissette, Jason W",THEA 170,2,10,7,3,1,0,0,0,1,0,0,0,0,0
2010-fa,"Ross, Zackary P",THEA 208,0,7,6,5,9,2,1,3,2,0,0,2,0,1
2010-fa,"Bright, Latrelle S",THEA 218/GWS 218,5,11,3,1,5,1,0,0,0,0,0,0,0,1
2010-fa,"Perkins, Kathy A",THEA 263/AFRO 212,0,8,2,1,2,2,3,3,0,0,0,0,0,0
2010-fa,"Davis, Peter A",THEA 360,0,4,1,3,5,4,6,3,3,1,5,2,4,0
2010-fa,"Harper, Joe G",TSM 100,0,12,2,2,23,4,0,11,1,0,1,3,1,0
2010-fa,"Harper, Joe G",TSM 232,0,11,1,4,12,1,1,2,1,0,0,0,1,0
2010-fa,"Wilson Smith, Carol J",SOCW 532,0,21,0,0,2,0,0,0,0,0,0,0,0,0
2010-fa,"Fessler, Sherrie M",SOCW 532,0,23,0,0,1,0,0,0,0,0,0,0,0,0
2010-fa,"Washo, Christine A",SOCW 506,0,6,6,5,4,1,0,0,1,0,0,0,0,0
2010-fa,"Khalil, Mohammad H",RLST 214,1,16,23,16,16,5,0,2,0,0,0,0,1,1
2010-fa,"Bobitt, Julie L",RST 101,0,60,0,0,15,0,0,5,0,0,0,0,0,0
2010-fa,"Jones, Jesse J",RST 110,0,2,22,22,21,13,7,3,4,2,1,2,0,4
2010-fa,"Raycraft, Michael",RST 130,0,19,26,2,23,4,4,7,0,1,1,0,3,2
2010-fa,"Strzelecka, Marianna",RST 140,31,35,7,6,11,6,1,13,2,1,2,1,1,0
2010-fa,"Raycraft, Michael",RST 199,0,13,6,2,5,0,1,2,1,1,1,0,0,0
2010-fa,"Costa, Carla A",RST 200,9,18,0,27,16,0,4,0,0,0,0,0,0,0
2010-fa,"Burk, Brooke N",RST 216,0,27,14,6,6,0,2,0,0,0,0,0,0,0
2010-fa,"Trussell, Dawn E",RST 217,0,0,5,1,6,1,4,2,0,1,0,1,0,0
2010-fa,"Trussell, Dawn E",RST 230/HDFS 263/KIN 230,0,5,7,13,15,15,8,23,3,1,2,3,2,0
2010-fa,"Hardin, Donald R",RST 255,4,10,16,6,10,8,3,4,2,0,2,0,1,1
2010-fa,"Martin, Scott D",RST 255,5,22,8,6,7,5,2,2,0,0,0,0,1,1
2010-fa,"Paden, Lori Kay",RST 300,1,33,0,1,14,0,0,2,0,0,1,0,0,0
2010-fa,"Morris, Lynn B",RST 316,3,8,16,9,7,11,1,3,0,0,0,0,1,0
2010-fa,"Schwartz, Zvi",RST 320,4,9,11,9,17,12,3,2,3,2,0,0,0,0
2010-fa,"Santos, Carla A",RST 330,1,54,20,13,12,10,2,3,1,0,2,0,0,1
2010-fa,"Kerins, Andrew J",RST 340,4,17,4,1,13,5,4,5,4,2,3,0,2,0
2010-fa,"Son, Julie S",RST 370,12,28,8,4,2,0,1,0,0,0,1,0,0,0
2010-fa,"Gower, Ryan K",RST 410,3,11,9,13,8,6,2,4,2,0,0,0,1,0
2010-fa,"McDowell, Jacqueline",RST 420,2,10,7,6,14,2,5,5,0,0,5,0,2,0
2010-fa,"Shinew, Kimberly J",RST 429,3,18,11,6,7,0,2,2,1,0,0,0,0,0
2010-fa,"McDonald, Cary D",RST 503,3,5,12,1,0,0,0,0,0,0,0,0,0,0
2010-fa,"Mulvaney, Michael A",RST 512,2,10,1,8,2,0,0,0,0,0,0,0,0,0
2010-fa,"Cuno, Kenneth M",SAME 133,0,2,6,10,7,6,7,4,2,2,0,3,2,1
2010-fa,"Safstrom, Mark D",SCAN 225/HIST 254,3,14,2,3,0,1,0,1,0,0,0,0,0,0
2010-fa,"Malekin, Bjorn",SCAN 252/CWL 252/MDVL 252,0,5,5,3,6,1,2,1,0,0,1,0,3,1
2010-fa,"Crane, Lisa M",SHS 120,0,130,0,0,47,0,0,12,0,0,3,0,3,5
2010-fa,"Cravens, Jennifer J",SHS 120,0,327,0,0,16,0,0,13,0,0,7,0,10,0
2010-fa,"Gower, Ryan K",RST 100,37,54,66,38,40,26,12,12,5,2,3,1,4,0
2010-fa,"Mayer, Alexander L",RLST 132,3,15,11,1,5,0,1,0,0,0,0,0,0,1
2010-fa,"Carrington, Edwin H",SHS 121,4,11,12,7,4,3,0,0,1,0,0,1,4,0
2010-fa,"Howell, Kenneth J",RLST 127,2,11,17,9,5,0,3,0,0,0,0,0,1,0
2010-fa,"Runkle, Stephen A",RHET 105,0,7,5,14,18,0,0,0,0,0,0,0,0,0
2010-fa,"Saunders, Pamela A",RHET 105,0,3,10,6,3,0,0,0,0,0,0,0,0,0
2010-fa,"Shea, Anne O",RHET 105,0,20,19,10,10,2,0,1,0,0,0,0,3,0
2010-fa,"Thiess, Derek J",RHET 105,0,2,13,8,8,8,2,2,1,0,0,0,0,0
2010-fa,"Thom, Jessica L",RHET 105,1,13,4,3,1,0,0,0,0,0,0,0,0,0
2010-fa,"Tong, Xiao Di",RHET 105,0,7,6,10,9,5,2,2,2,1,0,0,0,0
2010-fa,"Weber, Rebecca",RHET 105,2,12,6,0,0,0,0,0,1,0,1,0,0,0
2010-fa,"Williams, Kyle J",RHET 105,0,7,24,8,0,4,0,0,0,0,0,0,1,0
2010-fa,"Wong, Daniel S",RHET 105,0,13,5,1,2,0,0,0,0,0,0,0,0,1
2010-fa,"Wong, Jessica",RHET 105,0,17,0,0,0,2,1,1,0,0,0,0,1,0
2010-fa,"Wood, Elaine S",RHET 105,0,31,6,2,0,1,0,1,1,0,0,0,1,0
2010-fa,"Wright, David C",RHET 105,0,7,17,11,15,8,3,1,1,1,0,0,1,0
2010-fa,"Dennis, Sarah",RHET 233,3,11,3,1,0,0,1,0,0,0,0,0,2,0
2010-fa,"Runkle, Stephen A",RHET 233,0,5,3,4,8,2,0,0,0,0,0,0,0,0
2010-fa,"Croan, Blair B",RHET 243,0,5,3,6,3,3,0,1,0,0,0,0,1,1
2010-fa,"Layton, Richard A",RLST 101,1,17,13,13,37,11,10,11,4,6,3,0,1,2
2010-fa,"Evers, John R",RLST 104,0,48,0,0,26,0,0,6,0,0,1,0,1,0
2010-fa,"Gopalakrishnan, Suchithra",RLST 104,0,33,0,0,24,0,0,13,0,0,3,0,3,0
2010-fa,"Modi, Sonal Mithal S",RLST 104,0,26,0,0,11,0,0,6,0,0,4,0,0,0
2010-fa,"You, Yu-Shan",RLST 104,0,37,0,0,34,0,0,6,0,0,3,0,0,1
2010-fa,"Zusman, Steven A",RLST 104,0,40,0,0,34,0,0,6,0,0,0,0,2,0
2010-fa,"Rosenstock, Bruce",RLST 108,19,39,31,3,4,3,1,1,0,1,2,2,7,0
2010-fa,"Raybeck, Nathan D",RLST 110,5,14,12,16,14,12,4,2,0,1,0,1,0,0
2010-fa,"Scoville, Michael",RLST 110,1,7,4,5,9,8,8,2,2,1,2,0,0,1
2010-fa,"Shrader, Sara L",RLST 110,3,13,19,8,9,3,1,1,0,0,0,0,0,0
2010-fa,"Thibert, Jeffrey R",RLST 110,1,4,4,4,8,4,0,1,0,0,0,0,0,0
2010-fa,"Sartell, Elizabeth A",RLST 120,6,14,21,12,10,5,0,1,1,0,0,0,1,0
2010-fa,"Hadley, Pamela A",SHS 120,0,82,0,0,73,0,0,20,0,0,5,0,2,1
2010-fa,"Dramin Weiss, Susan M",SHS 121,1,5,8,1,1,5,2,0,0,0,1,0,0,0
2010-fa,"Swinford, Laura L",SOCW 506,0,19,0,1,1,0,0,0,0,0,0,0,0,0
2010-fa,"Zhang, Gehui",SOC 179,3,8,5,5,4,1,1,0,0,0,0,0,0,0
2010-fa,"Ghosh, Sonali",SOC 225,5,27,3,2,0,0,0,0,0,0,0,0,0,0
2010-fa,"Cuthbertson, Courtney A",SOC 226,3,10,2,3,5,0,0,1,0,1,0,0,1,0
2010-fa,"Swicegood, C G",SOC 270/RSOC 270,2,11,9,7,7,6,3,1,1,0,1,0,1,1
2010-fa,"Muhammad, Ray",SOC 273,1,10,19,13,18,6,4,3,1,0,1,0,5,0
2010-fa,"Lian, Bin",SOC 280/GEOG 280,0,3,4,2,2,5,1,2,1,0,0,1,2,0
2010-fa,"Shoffstall, Grant W",SOC 350,5,16,5,0,6,2,1,2,3,0,0,0,0,0
2010-fa,"Dill, Brian J",SOC 364,9,8,14,4,9,1,2,1,1,0,2,0,0,0
2010-fa,"Bohr, Jeremiah J",SOC 373,1,12,3,3,3,4,1,2,4,1,3,0,0,0
2010-fa,"Muniandy, Parthiban",SOC 380,0,1,1,2,4,3,5,1,3,0,1,0,0,0
2010-fa,"Genis Adas, Serife",SOC 396,18,6,2,2,0,0,0,0,0,0,0,0,0,0
2010-fa,"Kelley, Margaret S",SOC 396,0,2,4,1,4,3,1,1,1,0,3,1,2,1
2010-fa,"Zerai, Assata",SOC 480,16,8,5,2,4,0,1,0,0,0,0,0,0,0
2010-fa,"Swicegood, C G",SOC 485,2,12,1,0,3,1,2,1,0,2,2,0,0,0
2010-fa,"Marshall, Anna-Maria",SOC 496,0,5,5,5,2,4,2,1,0,0,0,0,0,0
2010-fa,"Hack-Ritzo, Samantha M",SOCW 200,24,6,13,3,4,5,9,1,0,0,0,0,2,0
2010-fa,"Larrison, Tara E",SOCW 200,5,8,9,9,12,7,4,5,1,0,0,0,1,2
2010-fa,"Anderson, Steven G",SOCW 321,1,10,5,6,12,1,4,0,0,0,0,0,0,1
2010-fa,"Carter-Black, Janet D",SOCW 401,0,36,6,3,1,0,0,0,0,0,0,0,0,0
2010-fa,"Piedra, Lissette",SOCW 412/LLS 412,12,7,5,2,0,0,0,0,0,0,0,0,0,0
2010-fa,"Li, Hong",SOCW 415,0,3,9,6,6,1,0,0,0,0,0,0,0,0
2010-fa,"Kang, Jiyoung",SOCW 427,1,8,10,8,3,0,0,0,0,0,0,0,0,0
2010-fa,"Zhan, Min",SOCW 427,0,14,11,3,0,0,0,0,0,0,0,0,0,0
2010-fa,"Langendorf, Michael",SOCW 451,0,26,0,3,1,0,0,0,0,0,0,0,0,0
2010-fa,"Deyoung, Lori A",SOCW 500,7,11,5,1,0,1,0,0,0,0,0,0,0,0
2010-fa,"Eamon, Mary K",SOCW 500,0,17,10,10,14,0,0,1,0,0,0,0,0,0
2010-fa,"White-Gibson, Nancy L",SOCW 501,0,16,5,3,1,0,0,0,0,0,0,0,0,0
2010-fa,"Shea, Timothy M",SOCW 505,2,15,1,3,2,0,0,0,0,0,0,0,0,0
2010-fa,"Genis Adas, Serife",SOC 200,12,13,26,5,7,8,9,1,2,1,1,0,2,0
2010-fa,"Sugrue, Noreen M",SOC 162,0,80,0,0,26,0,0,9,0,0,4,0,3,1
2010-fa,"Haring, Donald L",SHS 121,0,5,4,6,6,0,0,2,0,0,0,0,0,0
2010-fa,"Genis Adas, Serife",SOC 160,21,2,4,0,1,1,0,1,1,0,0,0,0,1
2010-fa,"Weston, Artice B",SHS 150,9,23,17,16,15,15,12,14,3,2,0,2,8,2
2010-fa,"Crane, Lisa M",SHS 170,29,63,12,8,23,6,2,3,1,0,0,0,1,0
2010-fa,"Haring, Donald L",SHS 221/LING 221,1,3,7,2,1,6,0,0,0,1,0,0,0,0
2010-fa,"Dye, Matthew W",SHS 222/EPSY 222,8,49,9,5,4,2,1,0,0,0,0,0,1,2
2010-fa,"Crane, Lisa M",SHS 270,0,67,0,0,17,0,0,2,0,0,2,0,1,0
2010-fa,"Hengst, Julie A",SHS 271,2,14,12,4,6,2,3,1,1,0,0,1,0,0
2010-fa,"Loucks, Torrey M",SHS 300/LING 300,17,10,9,10,12,6,17,5,6,1,0,0,4,0
2010-fa,"Rispoli, Matthew",SHS 320,0,79,0,0,50,0,0,5,0,0,2,0,0,0
2010-fa,"Carrington, Edwin H",SHS 321/LING 321,0,8,8,9,4,4,5,2,1,0,2,0,4,0
2010-fa,"Cetin, Patricia D",SHS 375/AHS 375/KIN 375,0,28,0,0,0,0,0,0,0,0,0,0,1,0
2010-fa,"Choo, Ai L",SHS 410,2,11,21,12,10,7,2,2,1,0,0,0,0,0
2010-fa,"Zu, Yihe",SHS 411,14,22,6,7,8,1,0,1,0,0,0,0,0,1
2010-fa,"DeThorne, Laura S",SHS 431,0,34,0,0,18,0,0,2,0,0,0,0,0,0
2010-fa,"Pandya, Pritesh K",SHS 450,0,7,9,9,20,11,11,10,4,6,4,3,4,1
2010-fa,"Lansing, Charissa",SHS 451,2,22,9,17,23,4,15,0,1,1,0,0,0,1
2010-fa,"Loucks, Torrey M",SHS 470,7,12,6,5,0,0,0,0,0,0,0,0,0,0
2010-fa,"Hadley, Pamela A",SHS 532,0,10,8,1,4,2,0,0,0,0,0,0,0,0
2010-fa,"Grindrod, Christopher M",SHS 570,0,8,0,0,13,0,0,2,0,0,0,0,0,0
2010-fa,"Tempest, Richard V",SLAV 117/CWL 117,0,18,8,7,4,1,0,0,0,0,0,0,0,0
2010-fa,"Atkins, Laura B",SOC 100,13,7,7,2,1,0,0,0,0,0,0,0,0,0
2010-fa,"Brown-Davis, Nicole M",SOC 100,8,17,7,7,11,3,1,0,1,1,0,0,1,0
2010-fa,"Fieseler, Carlie M",SOC 100,34,9,11,3,1,0,0,0,0,0,0,0,0,0
2010-fa,"Kim, Soo Mee",SOC 100,29,7,14,2,5,1,0,0,0,0,0,0,0,1
2010-fa,"Pacheco-McEvoy, Rodrigo",SOC 100,23,14,5,6,2,2,0,1,3,0,0,0,0,1
2010-fa,"Peach, Matthew",SOC 100,5,16,11,8,2,8,3,0,2,0,0,0,1,0
2010-fa,"Steward, Daniel J",SOC 100,3,19,4,2,0,0,0,0,0,0,0,0,0,1
2010-fa,"Yoon, Soo-Yeon",SOC 100,10,14,14,13,6,11,3,2,2,2,1,2,1,0
2010-fa,"Braun, Paul V",MSE 182,4,24,8,15,10,16,2,2,1,0,0,0,0,0
2010-fa,"Davis, Ian K",MS 389,0,15,3,3,4,1,1,2,1,0,0,0,0,0
2010-fa,"Blazek, Karen K",GS 101,4,30,9,3,8,4,2,3,1,0,0,0,4,0
2010-fa,"Wilund, Kenneth",KIN 459/HDFS 459,0,21,0,5,16,0,4,2,0,0,0,0,1,0
2010-fa,"Vitosky, Caitlin L",KIN 142,0,21,9,7,9,12,1,2,6,2,0,3,1,1
2010-fa,"Boppart, Marni",KIN 150,4,56,5,4,37,1,2,15,1,0,4,0,2,0
2010-fa,"Crull, Gary S",KIN 239,20,58,20,8,11,1,3,0,0,1,0,0,0,1
2010-fa,"Petruzzello, Steven J",KIN 240,0,45,28,15,15,8,3,2,0,1,0,0,1,0
2010-fa,"Olson, Erin A",KIN 247,0,100,0,0,33,0,0,11,0,0,0,0,0,1
2010-fa,"Sydnor, Synthia",KIN 249,0,43,0,0,12,0,0,8,0,0,3,0,1,2
2010-fa,"Carlton, Mary",KIN 257,0,34,17,14,12,8,1,0,3,0,0,0,0,1
2010-fa,"Carlton, Mary",KIN 262/HDFS 262,0,49,47,19,12,3,6,3,0,0,0,0,2,0
2010-fa,"Linker, Jenny M",KIN 268,12,46,15,2,5,1,0,0,0,0,0,0,1,0
2010-fa,"Woods, Jeffrey A",KIN 352,0,39,0,0,36,0,0,8,0,0,3,0,1,0
2010-fa,"Carlton, Les G",KIN 355,0,13,7,9,16,9,3,7,5,5,1,4,1,0
2010-fa,"Hillman, Charles H",KIN 447/PSYC 447,1,25,12,5,7,7,4,1,0,0,1,0,3,0
2010-fa,"Motl, Robert W",KIN 448/CHLH 448,0,20,0,0,9,0,0,9,0,0,4,0,1,0
2010-fa,"Daum, David N",KIN 460,0,8,8,0,5,0,1,2,0,0,0,0,0,0
2010-fa,"Voss, Anke",IS 581,1,7,7,5,2,0,0,0,0,0,0,0,0,0
2010-fa,"Yudell, Ambar R",KIN 494,0,20,2,2,3,0,0,0,0,0,0,0,0,0
2010-fa,"Hays, David L",LA 101,23,22,11,6,6,4,2,1,0,0,1,1,3,1
2010-fa,"Sinha, Amita",LA 218/ASST 218,0,6,3,7,16,3,3,4,0,1,1,0,0,0
2010-fa,"Ruggles, D F",LA 222/ARCH 222,0,8,4,6,4,3,0,1,3,0,0,0,0,0
2010-fa,"Kovacic, David A",LA 250,1,7,5,4,1,1,1,2,0,0,0,0,0,0
2010-fa,"Bartlett, Timothy A",LA 335,0,3,8,5,8,1,0,0,0,0,0,0,0,0
2010-fa,"Kim, Jinki",LA 342,1,1,4,5,4,5,3,5,2,0,0,0,0,0
2010-fa,"Emmerling-Dinov, Carol A",LA 346,0,22,12,9,7,3,2,1,0,0,0,0,0,0
2010-fa,"Sullivan, William C",LA 370/ENSU 300/NRES 370,1,5,9,5,1,0,1,2,1,0,0,0,0,0
2010-fa,"Emmerling-Dinov, Carol A",LA 437,0,3,3,13,8,0,0,0,0,0,0,0,0,0
2010-fa,"Schleicher, Barbara A",LA 452,2,5,7,5,3,1,1,1,2,0,2,0,0,0
2010-fa,"Hoffman, Ruth A",LAS 101,363,511,94,39,60,18,8,15,8,1,3,1,7,4
2010-fa,"Scott, Sharon L",LAS 101,148,192,24,10,17,10,3,6,2,1,0,1,2,2
2010-fa,"Drollette, Eric S",KIN 140,0,17,25,21,21,23,12,5,6,1,0,1,3,0
2010-fa,"Carlton, Mary",KIN 136,0,20,6,2,0,0,0,0,0,0,0,0,0,0
2010-fa,"Crull, Gary S",KIN 135,4,7,9,5,2,0,0,0,0,0,0,0,0,0
2010-fa,"Suh, Yoojin",KIN 133,0,17,3,3,0,0,0,1,0,0,0,0,0,0
2010-fa,"Wickett, Karen M",IS 590,3,14,1,2,2,0,0,0,0,0,0,0,0,0
2010-fa,"Fiore, Giovanni",ITAL 101,0,9,0,0,9,0,0,2,0,0,1,0,1,0
2010-fa,"Flack, Corey J",ITAL 101,0,24,0,0,14,0,0,9,0,0,1,0,1,1
2010-fa,"Quesito, Claudia",ITAL 101,0,2,0,0,11,0,0,6,0,0,2,0,2,0
2010-fa,"Zulato, Alessia",ITAL 101,0,3,0,0,11,0,0,5,0,0,1,0,2,0
2010-fa,"Derhemi, Eda",ITAL 103,0,9,0,0,9,0,0,6,0,0,0,0,1,0
2010-fa,"Hill, Laura C",ITAL 103,0,12,0,0,11,0,0,1,0,0,0,0,0,0
2010-fa,"Kunitz, Silvia",ITAL 103,0,7,0,0,11,0,0,5,0,0,1,0,0,1
2010-fa,"Kunitz, Silvia",ITAL 210,0,19,0,0,7,0,0,3,0,0,0,0,0,0
2010-fa,"Onosaka, Junko",JAPN 201,5,9,7,2,1,0,0,0,0,0,0,0,0,0
2010-fa,"Sadler, Misumi",JAPN 201,3,5,5,4,2,2,1,0,0,0,0,1,0,0
